episode_path,instruction
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_015708_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_015743_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_015813_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_015912_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_015956_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_020030_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_020107_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_020146_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_020231_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_020335_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_020434_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_020513_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_020552_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_060806_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_061004_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_061036_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_061111_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_061146_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_061221_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_063612_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_063641_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_063717_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_063755_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_063834_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_063905_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_063934_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_064444_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_064534_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_064638_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_064714_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_064800_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_064834_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_064901_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_064942_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065016_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065044_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065114_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065142_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065213_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065240_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065308_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065345_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065416_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065454_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065522_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065553_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065621_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065650_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065723_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065752_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065821_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065848_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065917_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_065946_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070016_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070044_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070112_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070217_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070249_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070315_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070358_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070515_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070541_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070610_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070647_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070721_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070750_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070818_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070846_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070916_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_070944_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071012_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071041_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071115_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071143_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071214_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071243_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071314_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071342_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071418_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071447_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071520_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071558_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071625_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071656_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071725_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071806_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071839_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071925_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_071953_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072029_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072100_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072127_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072212_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072240_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072314_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072345_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072419_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072448_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072519_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072552_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072626_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072701_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072734_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072808_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072836_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072907_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_072936_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073006_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073035_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073103_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073134_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073234_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073315_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073344_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073415_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073444_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073515_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073551_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_073620_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_074251_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_074323_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_074353_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_074420_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_074448_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_074525_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_074621_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_074655_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_074725_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
/home/billy/25-1kp/vla/ROS_action/basket_dataset_v2/episode_20260129_074756_basket_1box_hori_left_core_medium.h5,Navigate to the brown pot on the left
