timestep,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14
25,-3.696216408406393,-1.1824420134173792,2.124345302581787,-2.5480826536761683,-1.5384858290301722,2.544137477874756,0.4829447865486145,-0.15997065603733063,-0.08323190361261368,0.6901021630698112,0.7233284571087446,0.018905565460517925,0.01405443907344551,0.0,0.0
26,-3.686718527470724,-1.1499436537372034,2.131397247314453,-2.5953477064715784,-1.5472272078143519,2.5498204231262207,0.4849664568901062,-0.1581963747739792,-0.09677743911743164,0.688701247603867,0.7246373445489467,0.01565355820912783,0.018608507444755295,0.0,0.0
27,-3.676885191594259,-1.1204074064837855,2.136749267578125,-2.6357014814959925,-1.5563629309283655,2.5551071166992188,0.4864252805709839,-0.15598955750465393,-0.10892531275749207,0.6870685664775629,0.7261550025727478,0.012020568232857015,0.022163103040836414,0.0,0.0
28,-3.669076744710104,-1.0879924933062952,2.14237642288208,-2.681128803883688,-1.5678461233722132,2.5610172748565674,0.48734182119369507,-0.15529899299144745,-0.1219446212053299,0.6863992901810684,0.7266853086131331,0.00751219987709099,0.0269822819229079,0.0,0.0
29,-3.6669567267047327,-1.073146168385641,2.1445674896240234,-2.7043994108783167,-1.5698211828814905,2.5624921321868896,0.4885358512401581,-0.15530548989772797,-0.1274762898683548,0.6861096649527846,0.7268329194800485,0.007358789253882528,0.030220573111774927,0.0,0.0
30,-3.668142620717184,-1.0738776365863245,2.145357608795166,-2.7093895117389124,-1.5644095579730433,2.561652898788452,0.4898301362991333,-0.15515854954719543,-0.12678831815719604,0.6861115509775484,0.7267160374028848,0.010530339523814467,0.03199769595057537,0.0,1.0
31,-3.668262306843893,-1.0739977995501917,2.145369529724121,-2.7094853560077112,-1.564361874257223,2.5614969730377197,0.4898543059825897,-0.15522807836532593,-0.1267208456993103,0.6860952284702568,0.7267266378627275,0.01057253642505815,0.03209287716336738,0.0,1.0
32,-3.668286148701803,-1.0740817228900355,2.145381450653076,-2.709653679524557,-1.5641582647906702,2.561521291732788,0.4899216294288635,-0.15522146224975586,-0.12666325271129608,0.6861070055441167,0.7267095409040096,0.010699212418308976,0.03218612986981812,0.0,1.0
33,-3.6682501474963587,-1.0740817228900355,2.1454176902770996,-2.7096293608294886,-1.564122502003805,2.5614850521087646,0.4899080693721771,-0.15518228709697723,-0.1266767531633377,0.6860810655685412,0.7267353642979023,0.01070963161567713,0.03215253547991012,0.0,1.0
34,-3.6682382265674036,-1.074057404194967,2.1454052925109863,-2.709653679524557,-1.564122502003805,2.5614850521087646,0.4899168908596039,-0.1551804393529892,-0.12668251991271973,0.6860765559489038,0.7267393336801699,0.01071128814894261,0.03215849134495305,0.0,1.0
35,-3.6682382265674036,-1.0741174856769007,2.1454296112060547,-2.7096412817584437,-1.56411058107485,2.561509370803833,0.48991453647613525,-0.15517568588256836,-0.126661017537117,0.6860849770753756,0.7267308171210571,0.010720100613177809,0.032168355893414755,0.0,1.0
36,-3.6682263056384485,-1.0740936438189905,2.1454052925109863,-2.709677521382467,-1.56411058107485,2.5614371299743652,0.4899320602416992,-0.15517887473106384,-0.12666167318820953,0.686053902586244,0.7267592993622206,0.010723393348023746,0.0321865246931411,0.0,1.0
37,-3.6682263056384485,-1.0740817228900355,2.1454176902770996,-2.709689442311422,-1.5640867392169397,2.5614612102508545,0.48992905020713806,-0.15517014265060425,-0.1266699880361557,0.6860624889220839,0.726751433027889,0.010733975788361471,0.03217759546206279,1.0,1.0
38,-3.668298069630758,-1.0741055647479456,2.1454415321350098,-2.7097252050982874,-1.5640385786639612,2.5614612102508545,0.489923894405365,-0.1551946997642517,-0.12666109204292297,0.686087482567011,0.7267269078106212,0.010760363658749475,0.03218978569058131,1.0,1.0
39,-3.668262306843893,-1.0741894880877894,2.1454176902770996,-2.709797207509176,-1.5640624205218714,2.5614969730377197,0.48996955156326294,-0.15520742535591125,-0.1266038566827774,0.686085530557631,0.7267246160958475,0.01077055192464756,0.03227959620310653,1.0,1.0
40,-3.668262306843893,-1.0742138067828577,2.1454176902770996,-2.709761444722311,-1.5640385786639612,2.5614850521087646,0.4899694621562958,-0.15520048141479492,-0.1265956163406372,0.686081047090728,0.7267290666371947,0.010780575511579678,0.032271345171233805,1.0,1.0
41,-3.668262306843893,-1.0741656462298792,2.1454176902770996,-2.7097132841693323,-1.5640867392169397,2.5614490509033203,0.489944189786911,-0.15519987046718597,-0.12662522494792938,0.6860698189679897,0.7267420082167227,0.010745520710279743,0.03223027736492888,1.0,1.0
42,-3.668298069630758,-1.0742018858539026,2.1453933715820312,-2.7097252050982874,-1.5640624205218714,2.561509370803833,0.4899633824825287,-0.15522466599941254,-0.12659840285778046,0.6861034945557793,0.7267084787629715,0.010766026120106133,0.03226258411746769,1.0,1.0
43,-3.668298069630758,-1.0741537253009241,2.1454052925109863,-2.7097132841693323,-1.5640624205218714,2.5614969730377197,0.48994579911231995,-0.15521442890167236,-0.12662746012210846,0.6860998884972137,0.7267135593563933,0.010757597271062529,0.032227624061138965,1.0,1.0
44,-3.668262306843893,-1.0741780439959925,2.1454176902770996,-2.7097132841693323,-1.5640624205218714,2.5614731311798096,0.4899495542049408,-0.15519589185714722,-0.12661896646022797,0.686078094162473,0.72673385774066,0.010759141752921133,0.03223336148321037,1.0,1.0
45,-3.668298069630758,-1.0741780439959925,2.1454052925109863,-2.7097013632403772,-1.5640504995929163,2.561509370803833,0.4899492859840393,-0.15521301329135895,-0.12661658227443695,0.6861040916104736,0.7267092782470242,0.010764980441132735,0.03223221340767455,1.0,0.0
46,-3.661830727254049,-1.0924060980426233,2.151212692260742,-2.695799175892965,-1.562709156666891,2.56858229637146,0.4885343015193939,-0.15030716359615326,-0.12079472839832306,0.6863389072153336,0.7265186932825662,0.011430922336688437,0.031286207312279594,1.0,0.0
47,-3.6486080328570765,-1.1330111662494105,2.1618566513061523,-2.6644189993487757,-1.5608533064471644,2.5831000804901123,0.4857083261013031,-0.14072655141353607,-0.10741843283176422,0.686833978425965,0.7260778261907476,0.01252168942454916,0.030220583840076677,1.0,0.0
48,-3.637578074132101,-1.1704018751727503,2.1703572273254395,-2.634657684956686,-1.5603740851031702,2.595735549926758,0.48275962471961975,-0.1328742653131485,-0.09507425874471664,0.6874514629976569,0.7255113812765325,0.012938422534853777,0.02960268371125336,1.0,0.0
49,-3.6258888880359095,-1.2096031347857874,2.178140163421631,-2.60262900987734,-1.5598834196673792,2.6095097064971924,0.479561984539032,-0.12467295676469803,-0.0821407213807106,0.6882416241310996,0.7247740266786288,0.013406947481216491,0.029091765581840245,1.0,0.0
50,-3.614643637334005,-1.2470887343036097,2.184293746948242,-2.5708873907672327,-1.5594165960894983,2.6234989166259766,0.4765434265136719,-0.11720310896635056,-0.07024617493152618,0.689227769383914,0.7238455829873758,0.013858358277657074,0.028646113271930968,1.0,0.0
51,-3.6017571131335657,-1.287414852772848,2.1895623207092285,-2.5352585951434534,-1.5594285170184534,2.639909505844116,0.47287049889564514,-0.10833971947431564,-0.056350208818912506,0.6905860372482835,0.7225611399273623,0.01414705809595906,0.028216749844956954,1.0,0.0
52,-3.5911830107318323,-1.3194788138019007,2.191981315612793,-2.506418530141012,-1.5598233381854456,2.653430223464966,0.4703802466392517,-0.10175932943820953,-0.04533262923359871,0.6916750964623396,0.7215028852478913,0.014375078331053443,0.028504466943925017,1.0,0.0
53,-3.57559043565859,-1.3589995543109339,2.1932621002197266,-2.4681857267962855,-1.5607336203204554,2.6723568439483643,0.4672034978866577,-0.09255567938089371,-0.03163592517375946,0.6929281242170902,0.7203026312043304,0.014375405701169056,0.02842678068354053,1.0,0.0
54,-3.558465305958883,-1.3927167097674769,2.1938366889953613,-2.435218159352438,-1.5616195837603968,2.691486120223999,0.46445968747138977,-0.0829588919878006,-0.019967319443821907,0.6936938060739561,0.7195641557218635,0.014452296215379074,0.02841584679387992,1.0,0.0
55,-3.5310185591327112,-1.429742161427633,2.195919990539551,-2.401818577443258,-1.5663135687457483,2.7221689224243164,0.46101653575897217,-0.06924841552972794,-0.007609890308231115,0.6949352529585603,0.7183392989239008,0.013332027584801814,0.029595656056569282,1.0,0.0
56,-3.498890225087301,-1.4635775724994105,2.1930346488952637,-2.361975971852438,-1.575437370930807,2.756300687789917,0.45726627111434937,-0.05478346347808838,0.0043731327168643475,0.6958287173420482,0.7175363638232916,0.009452108790063864,0.029573981010171,1.0,0.0
57,-3.4698761145221155,-1.4887312094317835,2.1861977577209473,-2.3247602621661585,-1.5857942740069788,2.786763906478882,0.4542858600616455,-0.04281818866729736,0.014314682222902775,0.6965141459874925,0.7169357633717947,0.00448736546448577,0.029172233185077546,1.0,0.0
58,-3.435342852269308,-1.5152996222125452,2.178056240081787,-2.280417267476217,-1.5965703169452112,2.8224494457244873,0.44982290267944336,-0.028292212635278702,0.024683665484189987,0.6970737054671863,0.7164802775740923,-0.0015392501518405677,0.027237689009321123,1.0,0.0
59,-3.405576531087057,-1.5363763014422815,2.1706809997558594,-2.2432969252215784,-1.6043532530414026,2.8531482219696045,0.4457329511642456,-0.015693865716457367,0.03311601281166077,0.6974734411824338,0.7161325673638512,-0.006263502702358257,0.02541089018296984,1.0,0.0
60,-3.3740628401385706,-1.5557263533221644,2.1634368896484375,-2.205984417592184,-1.6110218206988733,2.885114908218384,0.4409157931804657,-0.002210022881627083,0.04075268656015396,0.6976508720353722,0.7159905792540032,-0.011107368387350103,0.02274593447869685,1.0,0.0
61,-3.3460939566241663,-1.569477383290426,2.158456325531006,-2.1757262388812464,-1.6158226172076624,2.9136056900024414,0.43605875968933105,0.009834501892328262,0.045761942863464355,0.697798390347333,0.7158581881771038,-0.015614851941766948,0.01950992689125417,1.0,0.0
62,-3.3150487581836146,-1.5816705862628382,2.1550683975219727,-2.146763626729147,-1.620049301777975,2.9452574253082275,0.43024200201034546,0.023179905489087105,0.049591515213251114,0.6979170950138204,0.715712103388869,-0.02054166683820051,0.01568290386565053,1.0,0.0
63,-3.2828076521502894,-1.5926759878741663,2.1543736457824707,-2.1233437697040003,-1.6244080702411097,2.9782607555389404,0.42399659752845764,0.03665017709136009,0.05233771353960037,0.6980509312924927,0.7154857659602148,-0.025257680203992765,0.012925386675883803,1.0,0.0
64,-3.2581334749804896,-1.6002524534808558,2.155834197998047,-2.109774414693014,-1.6274965445147913,3.003164768218994,0.4190624952316284,0.04675624892115593,0.053649429231882095,0.6980168168938787,0.7154232649767308,-0.028436499610379234,0.0115516558674906,1.0,0.0
65,-3.2229486147509974,-1.6102269331561487,2.1608147621154785,-2.0952213446246546,-1.6316750685321253,3.0395305156707764,0.4114559292793274,0.060858290642499924,0.05437861382961273,0.698256636115671,0.7150284060384245,-0.03267067421320697,0.010231115532128139,1.0,0.0
66,-3.190003220235006,-1.6176355520831507,2.1668615341186523,-2.084975067769186,-1.634871784840719,3.0734148025512695,0.4040660858154297,0.0738082155585289,0.05397716164588928,0.6984019656029655,0.7147191400494756,-0.03645622336803419,0.009065818583682349,1.0,0.0
67,-3.1568077246295374,-1.6215437094317835,2.1734704971313477,-2.0789879004107874,-1.637385670338766,3.107607841491699,0.39695367217063904,0.08660415560007095,0.052301160991191864,0.6985548718632985,0.7143910155537042,-0.04002992371144582,0.00801081143542625,1.0,0.0
68,-3.126329485570089,-1.6185105482684534,2.1809535026550293,-2.0817716757403772,-1.6387394110309046,3.1387453079223633,0.3912632167339325,0.09827830642461777,0.048252932727336884,0.6986002671675811,0.7141859319498598,-0.04297826413519677,0.00699929498018873,1.0,0.0
69,-3.094607655202047,-1.605203930531637,2.1903648376464844,-2.0989883581744593,-1.638930622731344,3.172192096710205,0.38735470175743103,0.11058186739683151,0.04056954011321068,0.6990728201406593,0.7136159657482871,-0.04478999919652119,0.006580390695131195,1.0,0.0
70,-3.06197697321047,-1.5864656607257288,2.2012124061584473,-2.126415554677145,-1.6382721106158655,3.208259105682373,0.3843788504600525,0.12342464923858643,0.03102002665400505,0.7002363608362588,0.7124484930403867,-0.0451142265521106,0.0071337430483450395,1.0,0.0
71,-3.033248488103048,-1.5684950987445276,2.2099766731262207,-2.151191059743063,-1.637385670338766,3.239678382873535,0.3816150724887848,0.13477079570293427,0.02242697775363922,0.7011446773789732,0.7115365953275484,-0.04533828370669891,0.007500328215939634,1.0,0.0
72,-3.0025575796710413,-1.5405848662005823,2.2180590629577637,-2.1846044699298304,-1.6383679548846644,3.2750942707061768,0.3798571527004242,0.14656811952590942,0.010906781069934368,0.7027051642246658,0.7099175284953292,-0.04635819239206696,0.008571633753801771,1.0,0.0
73,-2.9732680956469935,-1.501535717641012,2.2241415977478027,-2.2274840513812464,-1.641660515462057,3.312304735183716,0.38007083535194397,0.15764008462429047,-0.0035539683885872364,0.7053310301414378,0.7071777510690108,-0.047875760824350966,0.010755363224163789,1.0,0.0
74,-2.9495561758624476,-1.461419407521383,2.2265243530273438,-2.2674482504474085,-1.6443303267108362,3.344855785369873,0.381305456161499,0.16696856915950775,-0.01746986247599125,0.708274981955868,0.7041021743598354,-0.04930954718655911,0.012459797487264281,1.0,0.0
75,-2.929328266774313,-1.4197543303119105,2.2250633239746094,-2.3046167532550257,-1.6479457060443323,3.37386155128479,0.3835464119911194,0.1750030666589737,-0.03106839954853058,0.7111425316492034,0.701034635065293,-0.05119611197819718,0.014342183820795452,1.0,0.0
76,-2.91310960451235,-1.3754146734820765,2.2199387550354004,-2.3415563742267054,-1.652698818837301,3.398832321166992,0.3874390125274658,0.18161305785179138,-0.04481501132249832,0.7139689132367375,0.6979628580777422,-0.05304920404660972,0.016793499501971287,1.0,0.0
77,-2.9038808981524866,-1.331733528767721,2.2130541801452637,-2.3783281485186976,-1.6576202551471155,3.4166319370269775,0.3929995894432068,0.18572998046875,-0.0580819696187973,0.7167719310972012,0.694935602833859,-0.05402954728596552,0.019578424992924837,1.0,0.0
78,-2.8981359640704554,-1.28953725496401,2.205606460571289,-2.415999237691061,-1.6630671660052698,3.430624485015869,0.39946267008781433,0.1885128617286682,-0.07082074880599976,0.7195183932515999,0.6919931877410794,-0.053877256870022136,0.023150617372694974,1.0,0.0
79,-2.8918162027942103,-1.2653630415545862,2.199835777282715,-2.43882924715151,-1.661989990864889,3.445969581604004,0.40323662757873535,0.192623570561409,-0.07781151682138443,0.7227677443613028,0.6887468372278038,-0.051415862988627145,0.024310305483611995,1.0,0.0
80,-2.888034168873922,-1.262425724660055,2.197967529296875,-2.4418285528766077,-1.6576078573810022,3.454922676086426,0.40352386236190796,0.19555585086345673,-0.07838656008243561,0.7247169439401786,0.6868850001262183,-0.049367437443152445,0.02317765924137812,1.0,1.0
81,-2.8879740873919886,-1.2623537222491663,2.1978836059570312,-2.441840473805563,-1.6574881712542933,3.455078363418579,0.40354207158088684,0.19561907649040222,-0.07839388400316238,0.7247535941659218,0.6868507086791481,-0.049325917799259586,0.02313623918857513,1.0,1.0
82,-2.8879621664630335,-1.2623537222491663,2.197847843170166,-2.441960159932272,-1.6573804060565394,3.4552817344665527,0.40358230471611023,0.19566306471824646,-0.07837577909231186,0.7248263559711143,0.6867809847482159,-0.04922966227424416,0.02313164564551834,1.0,1.0
83,-2.887926165257589,-1.2623418013202112,2.197859764099121,-2.4419124762164515,-1.6573804060565394,3.4553415775299072,0.40355485677719116,0.19567225873470306,-0.07838846743106842,0.7248326467576309,0.6867726801766881,-0.04925985232342371,0.023116810037942814,1.0,1.0
84,-2.8879380861865442,-1.2622936407672327,2.197859764099121,-2.4419363180743616,-1.6573322455035608,3.4553534984588623,0.4035521447658539,0.1956787109375,-0.07840884476900101,0.724841452269949,0.6867643595686982,-0.04925896092488917,0.023089787049422057,1.0,1.0
85,-2.8879740873919886,-1.2623298803912562,2.197859764099121,-2.4419363180743616,-1.657344166432516,3.4552457332611084,0.4035658538341522,0.19566278159618378,-0.0783926397562027,0.7248174738420436,0.6867901281671345,-0.04924763134671777,0.023100222339783146,1.0,1.0
86,-2.8879621664630335,-1.2623055616961878,2.197847843170166,-2.4419482390033167,-1.6573322455035608,3.455293655395508,0.4035683572292328,0.19567199051380157,-0.07839896529912949,0.7248301258180375,0.6867771457144674,-0.049244290492077764,0.023096334878705285,1.0,1.0
87,-2.8879621664630335,-1.2623418013202112,2.197847843170166,-2.441960159932272,-1.6572964827166956,3.4552698135375977,0.4035748839378357,0.19568295776844025,-0.07838287949562073,0.7248242050406181,0.6867856527271763,-0.049214972019089476,0.0230916765199755,0.0,1.0
88,-2.8879621664630335,-1.2623055616961878,2.197847843170166,-2.441996399556295,-1.6572845617877405,3.455293655395508,0.40358924865722656,0.19569459557533264,-0.07839063555002213,0.7248240891509627,0.6867856860443191,-0.0492118215407671,0.02310103572896247,0.0,1.0
89,-2.8879380861865442,-1.2623055616961878,2.197847843170166,-2.44198447862734,-1.6572607199298304,3.4552576541900635,0.40356799960136414,0.1957014501094818,-0.0783977061510086,0.724812380544874,0.6867989969617246,-0.04921148375132022,0.023073375310842935,0.0,1.0
90,-2.8879502455340784,-1.262317959462301,2.1978116035461426,-2.441996399556295,-1.6573203245746058,3.455198287963867,0.4035993218421936,0.19568859040737152,-0.07837873697280884,0.72479616897335,0.6868156131611796,-0.04920006395745421,0.02311234878091025,0.0,1.0
91,-2.8879502455340784,-1.2622817198382776,2.197824001312256,-2.4420202414142054,-1.6572964827166956,3.4552218914031982,0.40359094738960266,0.19569265842437744,-0.07839719206094742,0.7248042324219487,0.6868072908910435,-0.04920491413845991,0.02309645571862002,0.0,1.0
92,-2.8879621664630335,-1.2622936407672327,2.197835922241211,-2.4420083204852503,-1.6572845617877405,3.4552338123321533,0.40358486771583557,0.19568873941898346,-0.07839684933423996,0.7248124370474331,0.6867987339958747,-0.0492072887802268,0.023088369667954495,0.0,1.0
93,-2.8879502455340784,-1.2623298803912562,2.1978116035461426,-2.4420083204852503,-1.6573084036456507,3.4552218914031982,0.4036034345626831,0.1956927627325058,-0.07837282121181488,0.7248052343963688,0.6868069799007471,-0.049186516334764244,0.0231134411563885,0.0,1.0
94,-2.8879621664630335,-1.262317959462301,2.1978116035461426,-2.441996399556295,-1.6572964827166956,3.4552338123321533,0.4036000967025757,0.19568957388401031,-0.07837926596403122,0.7248131055912372,0.6867984990140891,-0.04919409858136098,0.023102475623785184,0.0,0.0
95,-2.904790703450338,-1.2746084372149866,2.199404716491699,-2.441720787678854,-1.6567700544940394,3.4372918605804443,0.40782636404037476,0.18923646211624146,-0.07349979132413864,0.7247190293825688,0.6871362806756607,-0.04494876367883914,0.02461034078900397,0.0,0.0
96,-2.933995787297384,-1.2943938414203089,2.203559398651123,-2.4436400572406214,-1.655069653187887,3.406684637069702,0.41434353590011597,0.1779167801141739,-0.06597557663917542,0.7246908588289525,0.6875041698281262,-0.037757925411137996,0.027120373657847852,0.0,0.0
97,-2.962304178868429,-1.3114808241473597,2.208563804626465,-2.4489787260638636,-1.6516693274127405,3.376878261566162,0.4201819598674774,0.16715501248836517,-0.05966556444764137,0.7245894467369055,0.687887450284259,-0.030323223734239183,0.029351175807611152,0.0,0.0
98,-2.988469664250509,-1.3261092344867151,2.2135448455810547,-2.4548566977130335,-1.6476824919330042,3.3497157096862793,0.4250915050506592,0.15721958875656128,-0.05439633131027222,0.7245635814971663,0.6880924209018368,-0.023588132638708917,0.031305537274858325,0.0,0.0
99,-3.021482054387228,-1.3433640638934534,2.219292163848877,-2.46218711534609,-1.6414926687823694,3.3156449794769287,0.43093425035476685,0.1447739601135254,-0.04811863228678703,0.7245070810542545,0.6882784731873207,-0.015228591941496407,0.033620274190636006,0.0,0.0
100,-3.0520415941821497,-1.3581002394305628,2.2249436378479004,-2.4695890585528772,-1.6343210379229944,3.284193754196167,0.43571722507476807,0.13339939713478088,-0.04292429983615875,0.724389075535322,0.6884386600773907,-0.007582265237439625,0.035428629804122445,0.0,0.0
101,-3.0853546301471155,-1.3718774954425257,2.2335047721862793,-2.4808781782733362,-1.6249106566058558,3.2499754428863525,0.4397002160549164,0.12117555737495422,-0.03881412744522095,0.7241702054132927,0.6886338051313535,0.0005598810122702064,0.0368874308570612,0.0,0.0
102,-3.1191232840167444,-1.384719196950094,2.246664047241211,-2.495633904133932,-1.6128657499896448,3.215599536895752,0.4415786564350128,0.10925707966089249,-0.03643236309289932,0.7239349111354643,0.6888063054374255,0.00869612553771437,0.03726252044030724,0.0,0.0
103,-3.1506181398974817,-1.3955462614642542,2.2609963417053223,-2.508782688771383,-1.6004136244403284,3.18330454826355,0.44162020087242126,0.0984695702791214,-0.03553767502307892,0.7235456624353155,0.689147088724342,0.015298541643908996,0.036385699077713045,0.0,0.0
104,-3.191787068043844,-1.4068768660174769,2.276191234588623,-2.5176714102374476,-1.585339371358053,3.140385627746582,0.44081613421440125,0.08424215763807297,-0.035223331302404404,0.7227700586996949,0.6899526402763171,0.02094628798665707,0.0336162080336036,0.0,0.0
105,-3.21416145959963,-1.4121888319598597,2.2829084396362305,-2.519867245350973,-1.5772936979876917,3.1166138648986816,0.4402827322483063,0.0765603557229042,-0.035149913281202316,0.7221913229630127,0.6905710819719992,0.023406183412605173,0.031676874198872364,0.0,0.0
